,maze,run,trial,start_loc,goal_loc,cue,CWhead,CCWhead,feedbackType,goalError,pathDistance,shPathError,startNavTime,endNavTime,navTime,arrowsDispTime,selectTime,selectChoice,selectHead,RT,subID,mazeOrder,landmarkID,goalLM
85,1.0,9,6,5,1,cue3,217.757113597,37.7571135965,tooLong,1.2858633640000001,40.3,17.68619065,8536.209,8556.449,20.24,8534.479,8536.209,UP_SELECTION,217.7571136,1.73,HSR02,1,1,landmark1B
86,1.0,9,7,1,4,cue8,107.54615843799999,-72.4538415622,correct,3.517537041,43.5,3.518464429,8565.139000000001,8580.419,15.28,8563.439,8565.139000000001,DOWN_SELECTION,107.54615840000001,1.7,HSR02,1,4,landmark11B
87,1.0,9,8,4,5,cue18,265.99410223900003,85.99410223870001,correct,1.5303453480000002,18.9,1.532291517,8588.969000000001,8595.859,6.89,8587.399,8588.969000000001,DOWN_SELECTION,85.99410224,1.57,HSR02,1,5,landmark8B
88,1.0,9,9,5,3,cue9,217.757113597,37.7571135965,correct,0.394677868,43.3,-0.394863205,8604.549,8620.289,15.74,8602.849,8604.549,DOWN_SELECTION,217.7571136,1.7,HSR02,1,3,landmark4B
89,1.0,9,10,3,2,cue13,-38.0101345438,141.989865456,correct,1.750609694,24.1,-1.75132649,8627.529,8636.22,8.691,8627.298,8627.529,UP_SELECTION,-38.01013454,0.231,HSR02,1,2,landmark7B
90,1.0,10,1,4,1,cue3,265.99410223900003,85.99410223870001,correct,0.30056952,40.0,0.018464428999999997,8661.179,8676.859,15.68,8659.229,8661.179,DOWN_SELECTION,85.99410224,1.95,HSR02,1,1,landmark1B
91,1.0,10,2,1,2,cue13,107.54615843799999,-72.4538415622,correct,2.318139038,17.6,-2.319028316,8684.679,8691.280999999999,6.602,8683.858,8684.679,UP_SELECTION,-72.45384156,0.821,HSR02,1,2,landmark4B
92,1.0,10,3,2,4,cue8,80.0089957311,260.00899573099997,incorrect,5.6753391529999995,46.5,-5.6783890139999995,8700.629,8716.813,16.184,8698.263,8700.629,UP_SELECTION,260.0089957,2.366,HSR02,1,4,landmark11B
93,1.0,10,4,4,3,cue9,265.99410223900003,85.99410223870001,correct,0.97259594,27.3,0.972864044,8731.129,8740.869,9.74,8730.31,8731.129,UP_SELECTION,265.9941022,0.819000000001,HSR02,1,3,landmark1B
94,1.0,10,5,3,1,cue3,-38.0101345438,141.989865456,correct,3.967744795,41.8,-3.9702975489999996,8749.959,8765.079,15.12,8747.860999999999,8749.959,UP_SELECTION,-38.01013454,2.0980000000000003,HSR02,1,1,landmark7B
95,1.0,10,6,1,5,cue18,107.54615843799999,-72.4538415622,correct,3.891216908,18.7,-3.913809347,8774.142,8781.683,7.541,8772.019,8774.142,UP_SELECTION,107.54615840000001,2.123,HSR02,1,5,landmark11B
96,1.0,10,7,5,2,cue13,217.757113597,37.7571135965,tooLong,2.331875908,73.6,31.06717675,8789.729,8832.629,42.9,8788.639000000001,8789.729,DOWN_SELECTION,37.7571136,1.09,HSR02,1,2,landmark4B
97,1.0,10,8,2,1,cue3,80.0089957311,260.00899573099997,incorrect,4.116309562,15.8,-4.1190283160000005,8840.939,8847.419,6.48,8839.622,8840.939,DOWN_SELECTION,80.00899573,1.317,HSR02,1,1,landmark8B
98,1.0,10,9,1,3,cue9,107.54615843799999,-72.4538415622,incorrect,4.635103665,41.1,-4.670297549,8868.079,8882.793,14.714,8860.859,8868.079,DOWN_SELECTION,-72.45384156,7.22,HSR02,1,3,landmark7B
99,1.0,10,10,3,4,cue8,-38.0101345438,141.989865456,incorrect,5.624092073,20.7,-5.627135956,8901.739,8915.7,13.960999999999999,8896.269,8901.739,DOWN_SELECTION,141.9898655,5.47,HSR02,1,4,landmark4B
0,2.0,1,1,6,9,cue6,72.3727287096,252.37272871,correct,2.953371119,45.2,-2.9396355919999997,43.55699992,88.0999999,44.54299998,37.75,43.55699992,UP_SELECTION,72.37272871,5.80699992,HSR02,2,8,landmark8B
1,2.0,1,2,9,7,cue11,230.72509544599998,50.7250954461,correct,1.87619953,45.2,-1.876123803,108.1599998,127.7,19.540000199999998,95.03999996,108.1599998,UP_SELECTION,230.7250954,13.11999984,HSR02,2,6,landmark4B
2,2.0,1,3,7,6,cue17,35.153463033,215.15346303299998,correct,1.162181627,15.7,-1.163074565,138.51,148.5829999,10.072999900000001,134.721,138.51,UP_SELECTION,35.15346303,3.7889999999999997,HSR02,2,5,landmark7B
3,2.0,1,4,6,10,cue14,72.3727287096,252.37272871,correct,1.09089041,21.9,-1.091394719,169.8,196.46400000000003,26.664,155.5699999,169.8,UP_SELECTION,72.37272871,14.230000099999998,HSR02,2,9,landmark1B
4,2.0,1,5,10,8,cue4,192.38214593700002,12.3821459369,correct,1.134854188,45.6,-1.135568612,207.38999990000002,237.3,29.910000099999998,203.42000009999998,207.38999990000002,UP_SELECTION,192.3821459,3.9699998,HSR02,2,7,landmark11B
5,2.0,1,6,8,7,cue11,-23.860641462199997,156.13935853799998,correct,0.5888713320000001,24.9,-0.588825506,248.22,263.03,14.81,244.29,248.22,UP_SELECTION,-23.86064146,3.93,HSR02,2,6,landmark8B
6,2.0,1,7,7,9,cue6,35.153463033,215.15346303299998,correct,2.275067499,44.8,-2.276123803,272.3599999,295.04,22.6800001,270.04,272.3599999,DOWN_SELECTION,215.153463,2.3199999,HSR02,2,8,landmark7B
7,2.0,1,8,9,6,cue17,230.72509544599998,50.7250954461,incorrect,17.555862,85.8,37.66036441,311.3999999,353.96,42.560000099999996,302.02,311.3999999,DOWN_SELECTION,230.7250954,9.379999900000001,HSR02,2,5,landmark11B
8,2.0,1,9,6,7,cue11,72.3727287096,252.37272871,correct,1.5627338590000002,15.3,-1.563074565,375.3639998,386.0,10.6360002,367.42000010000004,375.3639998,DOWN_SELECTION,252.3727287,7.9439997,HSR02,2,6,landmark4B
9,2.0,1,10,7,10,cue14,35.153463033,215.15346303299998,tooLong,1.153984071,69.5,29.64547033,399.29900000000004,442.3599999,43.0609999,392.9809999,399.29900000000004,UP_SELECTION,215.153463,6.3180001,HSR02,2,9,landmark1B
10,2.0,2,1,10,6,cue17,192.38214593700002,12.3821459369,correct,2.8013219680000003,20.2,-2.791394719,477.79399989999996,489.8,12.0060001,475.971,477.79399989999996,DOWN_SELECTION,12.38214594,1.8229999,HSR02,2,5,landmark8B
