subID,run,trial,startID,goalID,cue,feedbackType,goalError,pathDistance,shPathError,RT,trialTypeContext,trialTypeNumCon,trialTypeEdgeLen,switchCorrect,trackDirCorrect,locCorrect
HSR02,6,3,2,8,cue4,tooLong,1.513235508,137.6,67.22053227,2.54,across,3,3,1,0,1
HSR02,6,4,8,6,cue17,incorrect,8.157419534,163.5,121.1481288,2.621,within,1,2,0,0,0
HSR02,6,5,6,14,cue16,correct,1.202165211,68.5,2.279423935,7.481,across,3,3,1,1,1
HSR02,6,6,14,12,cue21,correct,1.282003436,41.6,1.281968397,9.36,within,1,2,1,1,1
HSR02,6,7,12,5,cue18,tooLong,0.337437856,110.1,60.00592474,2.137,across,3,3,0,0,1
HSR02,6,8,5,15,cue20,incorrect,53.02545206,128,57.5296451,4.03,across,3,3,0,0,0
HSR02,6,9,15,13,cue22,correct,0.224211418,43.4,-0.224117237,1.64,within,1,2,1,1,1
HSR02,6,10,13,9,cue6,incorrect,28.38576014,96.8,30.859953,3.85,across,2,3,0,0,0
HSR02,7,1,9,2,cue13,incorrect,14.51735958,177.3,85.33323397,2.58,across,3,4,1,0,0
HSR02,7,2,2,10,cue14,tooLong,1.750373256,182.6,108.8583842,0.89,across,2,3,0,0,1
HSR02,7,3,10,7,cue11,tooLong,3.625109579,183.8,143.9454703,2.22,within,1,2,0,0,1
HSR02,7,4,7,4,cue8,correct,0.649143583,26.1,4.493536677,3.91,across,2,2,1,1,1
HSR02,7,5,4,1,cue3,tooLong,2.417440607,77.4,37.41846443,1.989,within,1,2,1,0,1
HSR02,7,6,1,11,cue2,incorrect,4.468867979,76.4,8.147284396,1.96,across,3,3,1,1,0
HSR02,7,7,11,3,cue9,tooLong,0.852763192,162.7,118.9012132,2.389,across,2,2,0,0,1
HSR02,7,8,3,8,cue4,tooLong,0.270874448,99.9,55.37188533,2,across,3,2,1,0,1
HSR02,7,9,8,6,cue17,tooLong,3.727645252,84.7,42.34812881,4.85,within,1,2,1,1,1
HSR02,7,10,6,14,cue16,incorrect,22.27967367,76.7,10.47942394,7.88,across,3,3,1,0,0
HSR02,11,1,4,11,cue2,tooLong,3.55205022,86.7,38.25066791,6.5,across,2,3,1,0,1
HSR02,11,2,11,13,cue22,tooLong,1.154700161,67.3,23.67667916,0.84,within,1,2,1,0,1
HSR02,11,3,13,6,cue17,incorrect,5.235355597,79.2,34.29564795,0.981,across,3,2,1,0,1
HSR02,11,4,6,14,cue16,incorrect,17.30175832,46.5,-19.72057606,1.919,across,3,3,1,1,0
HSR02,11,5,14,12,cue21,correct,2.081815823,42.4,2.081968397,5.03,within,1,2,1,1,1
HSR02,11,6,12,7,cue11,tooLong,2.283251596,104.2,67.38246989,0.717,across,2,2,0,0,1
HSR02,11,7,7,10,cue14,correct,0.745470792,40.6,0.745470332,10.145,within,1,2,1,1,1
HSR02,11,8,10,7,cue11,correct,3.653019479,36.2,-3.654529668,0.894,within,1,2,1,1,1
HSR02,11,9,7,13,cue22,tooLong,0.855408422,63.6,14.71334792,0.89,across,3,3,1,1,1
HSR02,11,10,13,9,cue6,tooLong,1.767757532,105.1,39.159953,0.833,across,2,3,0,0,1
HSR02,12,1,9,2,cue13,tooLong,1.673051497,105.5,13.53323397,1.59,across,3,4,1,1,1
HSR02,12,2,2,8,cue4,incorrect,23.00616033,56.6,-13.77946773,0.977,across,3,3,1,1,0
HSR02,12,3,8,6,cue17,tooLong,2.462027417,131.4,89.04812881,2.65,within,1,2,0,0,1
HSR02,12,4,6,14,cue16,incorrect,17.80860624,119,52.77942394,2.66,across,3,3,1,0,0
HSR02,12,5,14,12,cue21,correct,1.781995372,42.1,1.781968397,2.81,within,1,2,1,1,1
HSR02,12,6,12,4,cue8,tooLong,3.812675684,42.9,10.17365199,1.51,across,2,2,1,1,1
HSR02,12,7,4,1,cue3,correct,3.116552765,43.1,3.118464429,0.69,within,1,2,1,1,1
HSR02,12,8,1,11,cue2,tooLong,3.897472458,99.6,31.3472844,1.761,across,3,3,0,0,1
HSR02,12,9,11,5,cue18,tooLong,2.536541772,133.5,86.94021148,2.084,across,3,2,0,0,1
HSR02,12,10,5,3,cue9,correct,0.705159181,44.4,0.705136795,2.377,within,1,2,1,1,1
HSR03,4,1,2,9,cue3,incorrect,34.70650795,73.3,-14.84529267,1.51900006,across,2,4,1,0,0
HSR03,4,2,9,4,cue11,correct,0.605057002,74,6.104840512,1.18000007,across,2,3,1,1,1
HSR03,4,3,4,1,cue14,correct,0.093137106,42.3,0.093075416,1.13899994,within,1,2,1,1,1
HSR03,4,4,1,11,cue4,correct,3.55234372,67.1,-2.649026053,2.93000007,across,3,3,1,1,1
HSR03,4,5,11,14,cue12,correct,2.882270893,39.3,-2.883711459,1.44000006,within,1,2,1,1,1
HSR03,4,6,14,7,cue13,correct,2.237843043,78.5,7.86166842,0.59899998,across,2,3,1,1,1
HSR03,4,7,7,12,cue15,incorrect,4.068730495,36.6,-0.082690764,2.06099987,across,2,2,1,1,1
HSR03,4,8,12,6,cue17,incorrect,42.16500243,22.8,-27.06992803,6.28999996,across,2,3,0,0,0
HSR03,4,9,6,8,cue18,correct,1.433563934,43.8,-1.435123928,3.70099998,within,1,2,1,1,1
HSR03,4,10,8,2,cue10,correct,1.353012835,74.7,6.004589949,0.88000011,across,3,3,1,1,1
HSR03,5,1,2,4,cue11,correct,2.05098415,43.6,-2.02911364,6.61999988,within,1,2,1,1,1
HSR03,5,2,4,1,cue14,correct,0.593128749,42.8,0.593075416,4.33999992,within,1,2,1,1,1
HSR03,5,3,1,11,cue4,tooLong,3.946453884,82.1,12.35097395,21.81799984,across,3,3,1,1,1
HSR03,5,4,11,5,cue7,tooLong,2.614045734,84.6,31.8552748,2.31999993,across,3,2,0,0,1
HSR03,5,5,5,3,cue20,correct,2.052228745,48.7,-2.055422801,5.88999987,within,1,2,1,1,1
HSR03,5,6,3,9,cue3,tooLong,2.470724863,92,23.01018234,0.73599983,across,3,3,0,0,1
HSR03,5,7,9,15,cue16,correct,0.380282559,59.5,6.578672907,1.23000002,across,2,2,1,1,1
HSR03,5,8,15,13,cue2,correct,0.363608567,42.3,-0.36367273,1.18299984,within,1,2,1,1,1
HSR03,5,9,13,7,cue13,correct,1.736451087,58.6,4.61886716,0.8499999,across,3,3,1,1,1
HSR03,5,10,7,4,cue11,correct,1.011307129,26.9,1.801058011,4.306,across,2,2,1,1,1
HSR03,6,1,4,1,cue14,correct,0.664681665,42.8,0.593075416,9.08999992,within,1,2,1,1,1
HSR03,6,2,1,11,cue4,incorrect,4.201214111,92.4,22.65097395,16.3210001,across,3,3,0,0,1
HSR03,6,3,11,5,cue7,correct,2.239997949,50.5,-2.244725205,3.15000009,across,3,2,1,1,1
HSR03,6,4,5,2,cue10,correct,0.631681034,42.8,0.6319421,6.21000004,within,1,2,1,1,1
HSR03,6,5,2,8,cue18,tooLong,0.78393207,94.7,26.00458995,16.9690001,across,3,3,0,0,1
HSR03,6,6,8,6,cue17,correct,0.335162697,44.9,-0.335123928,8.14600014,within,1,2,1,1,1
HSR03,6,7,6,12,cue15,correct,0.981142121,56.3,4.974871974,1.11099982,across,3,3,1,1,1
HSR03,6,8,12,14,cue12,correct,0.17081192,41.5,-0.170831515,10.87000012,within,1,2,1,1,1
HSR03,6,9,14,10,cue6,correct,0.629569133,94.3,0.732530131,1.16700005,across,2,4,1,1,1
HSR03,6,10,10,3,cue20,incorrect,25.6534919,50.7,-19.91907749,0.82000017,across,2,3,1,1,0
HSR03,7,1,3,9,cue3,tooLong,2.389828192,92.1,23.11018234,2.15999985,across,3,3,0,0,1
HSR03,7,2,9,7,cue13,correct,2.710780805,43.6,-2.711405481,2.11199999,within,1,2,1,1,1
HSR03,7,3,7,1,cue14,correct,0.284840513,42.5,0.28484604,0.75,across,2,2,1,1,1
HSR03,7,4,1,8,cue18,correct,0.276793606,75.2,7.044052058,1.41899991,across,2,3,1,1,1
HSR03,7,5,8,2,cue10,correct,1.374405037,67.5,-1.195410051,1.19999981,across,3,3,1,1,1
HSR03,7,6,2,4,cue11,correct,1.529158323,44.1,-1.52911364,4.06999993,within,1,2,1,1,1
HSR03,7,7,4,12,cue15,correct,0.514511126,34.2,3.376032983,2.06599998,across,2,2,1,1,1
HSR03,7,8,12,10,cue6,correct,3.811100152,68.1,-3.814385661,2.46000004,across,2,3,1,1,1
HSR03,7,9,10,14,cue12,correct,0.029551451,93.7,1.106830131,0.91000008,across,3,4,1,1,1
HSR03,7,10,14,6,cue17,correct,0.326281814,69.7,-0.223292014,4.8900001,across,3,3,1,1,1
HSR03,11,1,1,12,cue15,tooLong,2.869872491,83.1,18.8764701,4.01399994,across,2,3,0,0,1
HSR03,11,2,12,15,cue16,correct,0.415609057,48.7,0.415687624,1.06099987,within,1,2,1,1,1
HSR03,11,3,15,7,cue13,correct,1.237913104,49.7,1.185391998,0.55699992,across,2,2,1,1,1
HSR03,11,4,7,3,cue20,correct,2.171237359,58.9,7.327358946,1.49000001,across,3,3,0,0,1
HSR03,11,5,3,5,cue7,tooLong,0.223497837,61.1,10.3445772,3.82999992,within,1,2,1,0,1
HSR03,11,6,5,11,cue4,correct,3.231851872,49.5,-2.323825205,0.95000005,across,3,2,1,1,1
HSR03,11,7,11,14,cue12,tooLong,0.645151272,89.55,47.36628854,0.38000011,within,1,2,0,0,1
HSR03,11,8,14,6,cue17,tooLong,0.961171418,88.05,18.12670799,0.54099989,across,3,3,0,0,1
HSR03,11,9,6,8,cue18,incorrect,4.897945307,43.2,-2.035123928,1.0539999,within,1,2,1,1,1
HSR03,11,10,8,2,cue10,correct,1.274444294,69.5,0.804589949,0.64899993,across,3,3,1,1,1
HSR03,12,1,2,9,cue3,tooLong,1.072748686,113.8,25.65470733,1.12199997,across,2,4,1,0,1
HSR03,12,2,9,13,cue2,correct,1.893718197,67.4,-1.895609444,0.59899998,across,2,3,1,1,1
HSR03,12,3,13,10,cue6,correct,1.569203556,74.7,1.672430725,2.8900001,across,3,3,1,1,1
HSR03,12,4,10,4,cue11,correct,0.901635182,45.15,1.004621576,1.97300005,across,2,2,1,1,1
HSR03,12,5,4,1,cue14,tooLong,1.921116398,67.95,25.74307542,0.83899999,within,1,2,1,0,1
HSR03,12,6,1,4,cue11,tooLong,1.222115846,99.95,57.74317542,3.83899998,within,1,2,0,0,1
HSR03,12,7,4,12,cue15,tooLong,0.135339274,43.65,12.82603298,0.55599999,across,2,2,1,1,1
HSR03,12,8,12,5,cue7,incorrect,7.541681891,98.15,44.49954881,0.75999999,across,3,3,1,0,1
HSR03,12,9,5,3,cue20,incorrect,15.26197109,67.85,17.0945772,0.84200001,within,1,2,1,1,0
HSR03,12,10,3,7,cue13,correct,1.360646229,58.85,7.277358946,1.05799985,across,2,3,1,1,1
HSR05,4,1,7,9,cue8,incorrect,4.402950604,195.8,154.3977894,2.523,within,1,2,0,0,0
HSR05,4,2,9,3,cue10,incorrect,5.046331549,112.3,46.78800607,3.056,across,3,3,1,0,1
HSR05,4,3,3,8,cue5,incorrect,7.063283003,85.7,43.5505433,1.80699992,across,3,2,1,0,1
HSR05,4,4,8,4,cue14,correct,2.265969425,54.1,4.852357493,6.70000005,across,3,3,1,1,1
HSR05,4,5,4,1,cue16,correct,1.572340272,46.9,-1.57280437,4.06999993,within,1,2,1,1,1
HSR05,4,6,1,15,cue6,incorrect,37.20388366,55.1,-38.67839776,2.64599991,across,2,4,1,1,0
HSR05,4,7,15,13,cue18,correct,1.412660046,41.3,-1.413582669,6.48899984,within,1,2,1,1,1
HSR05,4,8,13,10,cue19,tooLong,0.067779602,175.9,105.8518548,18.24000001,across,3,3,0,0,1
HSR05,4,9,10,11,cue9,incorrect,29.38371653,45.2,-9.388493592,6.21300006,across,2,2,0,0,0
HSR05,4,10,11,14,cue13,correct,3.083555568,39.4,-3.084813899,6.51300001,within,1,2,1,1,1
HSR05,5,1,14,6,cue11,incorrect,26.75908337,56.3,-20.07030378,5.44200015,across,3,3,1,0,0
HSR05,5,2,6,12,cue15,tooLong,2.72775665,73.7,18.73091263,1.77999997,across,3,3,1,1,1
HSR05,5,3,12,5,cue4,incorrect,41.53577787,30.1,-24.40926678,3.70900011,across,3,3,1,1,0
HSR05,5,4,5,2,cue2,tooLong,0.477636821,306.1,259.1989772,5.82399988,within,1,2,0,0,1
HSR05,5,5,2,7,cue17,incorrect,32.16999239,104.9,34.22774048,7.50999999,across,2,3,0,0,0
HSR05,5,6,7,9,cue8,tooLong,1.201532559,65.6,24.19778938,1.14999985,within,1,2,1,0,1
HSR05,5,7,9,3,cue10,tooLong,3.510231366,113.9,48.38800607,4.09000015,across,3,3,0,0,1
HSR05,5,8,3,8,cue5,tooLong,0.161498404,122.6,80.4505433,2.41199994,across,3,2,0,0,1
HSR05,5,9,8,4,cue14,incorrect,23.33162886,80.9,31.65235749,2.42399979,across,3,3,0,0,1
HSR05,5,10,4,1,cue16,correct,1.971897328,46.5,-1.97280437,4.60999989,within,1,2,1,1,1
HSR05,6,1,1,15,cue6,tooLong,0.489406666,144.5,50.72160224,6.51800013,across,2,4,0,0,1
HSR05,6,2,15,13,cue18,tooLong,0.765317716,68.6,25.88641733,4.13000011,within,1,2,0,0,1
HSR05,6,3,13,10,cue19,tooLong,0.64881209,81.6,11.55185477,1.56999994,across,3,3,1,1,1
HSR05,6,4,10,11,cue9,incorrect,43.0668911,19.1,-35.48849359,2.30900001,across,2,2,0,0,0
HSR05,6,5,11,14,cue13,correct,2.783833442,39.7,-2.784813899,6.94999981,within,1,2,1,1,1
HSR05,6,6,14,6,cue11,incorrect,45.58475386,88.8,12.42969622,4.48000002,across,3,3,0,0,0
HSR05,6,7,6,8,cue5,correct,1.47661116,45.5,1.477836385,3.30599999,within,1,2,1,1,1
HSR05,6,8,8,3,cue10,incorrect,41.92770819,225.2,183.0505433,7.07999992,across,3,2,1,0,0
HSR05,6,9,3,9,cue8,tooLong,0.800431731,137.3,71.78800607,4.0769999,across,3,3,0,0,1
HSR05,6,10,9,4,cue14,tooLong,0.034438458,141.2,68.58992026,5.25999999,across,2,3,1,0,1
HSR05,7,1,4,7,cue17,incorrect,31.98236718,93.2,59.99182295,3.71499991,across,2,2,0,0,0
HSR05,7,2,7,1,cue16,correct,2.35084964,52.7,4.232903587,3.14600014,across,2,2,1,1,1
HSR05,7,3,1,11,cue9,tooLong,1.135833707,86.1,17.33371914,7.09300017,across,3,3,0,0,1
HSR05,7,4,11,13,cue18,correct,1.15280629,43.2,-1.153254184,3.53600002,within,1,2,1,1,1
HSR05,7,5,13,15,cue6,tooLong,0.770415606,187.8,145.0864173,2.46099997,within,1,2,0,0,1
HSR05,7,6,15,5,cue4,tooLong,2.557385466,125,53.21970303,2.8269999,across,3,3,1,0,1
HSR05,7,7,5,2,cue2,tooLong,0.077905475,65.1,18.19897721,5.931,within,1,2,1,0,1
HSR05,7,8,2,10,cue19,correct,1.447384278,85.9,6.159195018,11.21099997,across,2,3,1,1,1
HSR05,7,9,10,14,cue13,tooLong,1.419427948,164.9,70.58524041,4.74000001,across,3,4,0,0,1
HSR05,7,10,14,12,cue15,correct,2.304444682,45.9,-2.305055254,3.58000016,within,1,2,1,1,1
HSR05,11,1,5,11,cue9,tooLong,0.456501189,80.9,35.05271993,9.19000006,across,3,2,0,0,1
HSR05,11,2,11,1,cue16,tooLong,0.175025012,123,53.31281914,12.80000019,across,3,3,0,0,1
HSR05,11,3,1,3,cue10,tooLong,0.26987706,157.8,113.9896713,9.11000013,within,1,2,0,0,1
HSR05,11,4,3,9,cue8,correct,1.654618995,66.4,0.888006065,7.67899991,across,3,3,1,1,1
HSR05,11,5,9,7,cue17,correct,0.39777543,41.8,0.397789383,5.85000015,within,1,2,1,1,1
HSR05,11,6,7,4,cue14,correct,2.105687965,35.1,1.891822951,5.19000006,across,2,2,1,1,1
HSR05,11,7,4,2,cue2,correct,0.675920223,40.3,0.675971355,5.43900013,within,1,2,1,1,1
HSR05,11,8,2,8,cue5,tooLong,0.928760898,100.8,38.8222951,4.75999999,across,3,3,0,0,1
HSR05,11,9,8,4,cue14,tooLong,0.185402435,111.8,62.55235749,3.71899987,across,3,3,1,0,1
HSR05,11,10,4,7,cue17,incorrect,18.80493493,59,25.79182295,10.20700001,across,2,2,0,0,0
HSR05,12,1,7,13,cue18,correct,0.611831531,55.2,3.249100813,5.76699996,across,3,3,1,1,1
HSR05,12,2,13,11,cue9,correct,0.452996987,43.9,-0.453254184,6.17200017,within,1,2,1,1,1
HSR05,12,3,11,5,cue4,correct,2.264299898,44.5,-2.268180069,7.47999978,across,3,2,1,1,1
HSR05,12,4,5,3,cue10,tooLong,0.321872991,85.1,39.75029161,6.98000002,within,1,2,0,0,1
HSR05,12,5,3,9,cue8,correct,0.991146674,71.1,5.588006065,8.44400001,across,3,3,1,1,1
HSR05,12,6,9,6,cue11,correct,0.505567876,45.2,0.505650564,4.98800015,within,1,2,1,1,1
HSR05,12,7,6,14,cue13,tooLong,0.084208153,129.8,54.40389622,3.18700004,across,3,3,1,0,1
HSR05,12,8,14,12,cue15,correct,2.80430078,45.4,-2.805055254,3.49599981,within,1,2,1,1,1
HSR05,12,9,12,15,cue6,correct,0.401138891,46,-0.401169029,12.12699985,within,1,2,1,1,1
HSR05,12,10,15,1,cue16,tooLong,1.459948125,112.2,17.50070224,8.20600009,across,3,4,1,1,1
HSR06,4,1,12,6,cue12,incorrect,5.293449016,87.8,37.97814829,5.2190001,across,2,3,1,0,1
HSR06,4,2,6,14,cue7,incorrect,4.031770119,69.2,-2.958043654,5.2809999,across,3,3,1,1,1
HSR06,4,3,14,10,cue15,correct,3.515843002,94.1,1.73058001,14.17000007,across,2,4,1,1,1
HSR06,4,4,10,2,cue18,correct,3.541415912,79.5,1.629215725,14.03999997,across,2,3,1,1,1
HSR06,4,5,2,5,cue22,correct,0.880895904,41.5,0.881290993,1.62999987,within,1,2,1,1,1
HSR06,4,6,5,12,cue16,tooLong,1.887599197,64.7,8.499406876,13.30999995,across,2,3,1,1,1
HSR06,4,7,12,7,cue8,correct,3.708994744,38.4,6.232980124,3.73699998,across,2,2,1,1,1
HSR06,4,8,7,15,cue20,tooLong,2.032823391,97.9,48.4307135,3.8499999,across,2,2,0,0,1
HSR06,4,9,15,3,cue3,correct,0.5043443,57,3.565692195,2.55900001,across,2,2,1,1,1
HSR06,4,10,3,9,cue13,tooLong,1.925398031,130.3,62.43430231,4.77900005,across,3,3,0,0,1
HSR06,5,1,9,2,cue18,tooLong,3.730417534,113.5,24.45124333,3.20299983,across,3,4,1,1,1
HSR06,5,2,2,7,cue8,incorrect,35.62741179,0,-64.6523119,6.65699983,across,2,3,0,0,0
HSR06,5,3,7,10,cue15,correct,1.384553183,45.9,1.384447511,1.99,within,1,2,1,1,1
HSR06,5,4,10,8,cue19,correct,0.242346907,40.8,-0.242304403,7.10899997,within,1,2,1,1,1
HSR06,5,5,8,4,cue11,correct,0.365775523,57.9,3.651537751,8.84100008,across,3,3,1,1,1
HSR06,5,6,4,1,cue5,correct,0.885365464,44.9,0.88535237,2,within,1,2,1,1,1
HSR06,5,7,1,11,cue9,tooLong,0.807878556,91.2,23.96342794,13.43300009,across,3,3,0,0,1
HSR06,5,8,11,13,cue4,tooLong,0.106058343,64.5,16.81496784,5.71999979,within,1,2,1,0,1
HSR06,5,9,13,6,cue12,correct,2.705783326,51.5,2.813798735,9.50999999,across,3,2,1,1,1
HSR06,5,10,6,14,cue7,tooLong,2.598066072,85.6,13.44195635,10.37100006,across,3,3,1,1,1
HSR06,6,1,14,5,cue22,correct,3.493296886,74.8,-3.495985071,11.28900003,across,2,3,1,1,1
HSR06,6,2,5,12,cue16,tooLong,1.987564142,64.8,8.599406876,5.73900008,across,2,3,1,1,1
HSR06,6,3,12,15,cue20,correct,0.187993823,45.9,-0.188028742,3.66899991,within,1,2,1,1,1
HSR06,6,4,15,13,cue4,correct,0.277188511,40.6,0.277191792,4.24000001,within,1,2,1,1,1
HSR06,6,5,13,11,cue9,correct,0.484792275,47.2,-0.485032165,7.59500003,within,1,2,1,1,1
HSR06,6,6,11,1,cue5,incorrect,17.30530997,53.6,-14.55737206,4.61500001,across,3,3,1,1,0
HSR06,6,7,1,4,cue11,correct,0.514502312,43.5,-0.51464763,2.38899994,within,1,2,1,1,1
HSR06,6,8,4,8,cue19,correct,1.525508011,55.7,1.451537751,5.75999999,across,2,3,1,1,1
HSR06,6,9,8,3,cue3,tooLong,0.478176838,80.65,31.22854734,4.8499999,across,3,2,0,0,1
HSR06,6,10,3,9,cue13,tooLong,2.174236032,92.5,24.63430231,9,across,3,3,0,0,1
HSR06,7,1,9,14,cue7,correct,2.295383746,76.6,6.828772633,2.52600003,across,2,3,1,1,1
HSR06,7,2,14,5,cue22,correct,2.092107579,85,6.704014929,3.29999995,across,2,3,1,1,1
HSR06,7,3,5,11,cue9,correct,0.17186732,54.3,4.868286383,7.22600008,across,3,2,1,1,1
HSR06,7,4,11,1,cue5,correct,1.242273179,69.4,1.242627943,1.75900007,across,3,3,1,1,1
HSR06,7,5,1,4,cue11,correct,0.71448368,43.3,-0.71464763,1.32000017,within,1,2,1,1,1
HSR06,7,6,4,12,cue16,tooLong,2.264605877,51.9,19.18874371,2.24900008,across,2,2,1,1,1
HSR06,7,7,12,15,cue20,correct,0.588007927,45.5,-0.588028742,4.9139998,within,1,2,1,1,1
HSR06,7,8,15,13,cue4,correct,0.776992075,41.1,0.777191792,1.5,within,1,2,1,1,1
HSR06,7,9,13,10,cue15,tooLong,2.370469394,120,44.45310695,8.21000004,across,3,3,0,0,1
HSR06,7,10,10,7,cue8,correct,3.114601969,41.4,-3.115552489,4.046,within,1,2,1,1,1
HSR06,11,1,7,13,cue4,incorrect,5.730354683,57.75,3.356879328,1.84599996,across,3,3,1,1,1
HSR06,11,2,13,15,cue20,correct,0.222819701,40.1,-0.222808208,2.79200005,within,1,2,1,1,1
HSR06,11,3,15,5,cue22,correct,2.318451322,72.1,-2.323759752,4.01999998,across,3,3,1,1,1
HSR06,11,4,5,3,cue3,correct,0.222796818,50.5,0.222820401,2.95000004,within,1,2,1,1,1
HSR06,11,5,3,8,cue19,tooLong,1.458450516,90.9,41.47854734,1.38599991,across,3,2,0,0,1
HSR06,11,6,8,6,cue12,correct,3.80990591,48,3.823944224,3.26899982,within,1,2,1,1,1
HSR06,11,7,6,14,cue7,correct,3.228875492,75.5,3.341956346,1.54999996,across,3,3,1,1,1
HSR06,11,8,14,12,cue16,correct,2.38514341,52.5,2.385769212,1.21300006,within,1,2,1,1,1
HSR06,11,9,12,4,cue11,tooLong,1.53935765,39.35,8.093943711,1.65200019,across,2,2,1,1,1
HSR06,11,10,4,11,cue9,tooLong,0.681099118,63.2,10.07462133,1.4289999,across,2,3,1,1,1
HSR06,12,1,11,1,cue5,tooLong,2.76977395,103.9,35.74262794,0.94100022,across,3,3,0,0,1
HSR06,12,2,1,3,cue3,correct,0.397000237,43.6,-0.396947397,1.65100002,within,1,2,1,1,1
HSR06,12,3,3,9,cue13,correct,1.353975933,73.9,6.034302313,3.44099999,across,3,3,1,1,1
HSR06,12,4,9,2,cue18,tooLong,1.940639928,103.7,14.65124333,1.32000017,across,3,4,1,1,1
HSR06,12,5,2,8,cue19,tooLong,1.042967235,96.95,26.34548836,2.34099984,across,3,3,0,0,1
HSR06,12,6,8,10,cue15,tooLong,3.190983057,52.65,11.6076956,1.19000006,within,1,2,1,0,1
HSR06,12,7,10,7,cue8,correct,3.814411987,52.3,7.784447511,0.60000014,within,1,2,1,1,1
HSR06,12,8,7,4,cue11,correct,0.789722798,29.75,2.022632819,0.76999998,across,2,2,1,1,1
HSR06,12,9,4,15,cue20,correct,1.062876587,71.5,4.511461223,2.21000004,across,2,3,1,1,1
HSR06,12,10,15,12,cue16,correct,2.637273538,43.45,-2.638028742,2.93000006,within,1,2,1,1,1
HSR08,4,1,12,5,cue13,tooLong,2.677907509,83.4,29.42154144,3.82299996,across,3,3,0,0,1
HSR08,4,2,5,11,cue5,incorrect,40.36068091,50.9,5.275584376,5.13999986,across,3,2,0,0,0
HSR08,4,3,11,1,cue12,correct,0.99393857,67,-0.993998683,1.38899994,across,3,3,1,1,1
HSR08,4,4,1,3,cue15,correct,0.420176016,41.5,-0.420112563,1.30999994,within,1,2,1,1,1
HSR08,4,5,3,15,cue3,correct,2.017044643,54.9,1.441359148,4.69999981,across,2,2,1,1,1
HSR08,4,6,15,10,cue4,tooLong,0.395229891,193.35,118.8979152,2.75999999,across,2,3,1,1,0
HSR08,4,7,10,13,cue14,tooLong,2.301105893,85.4,10.90438137,1.98000001,across,3,3,0,0,1
HSR08,4,8,13,7,cue6,tooLong,1.677037011,81.9,29.02291367,3.05899978,across,3,3,1,0,1
HSR08,4,9,7,9,cue22,correct,1.793288844,43.2,1.793473737,0.53999996,within,1,2,1,1,1
HSR08,4,10,9,2,cue17,correct,0.209276485,89.3,0.389009347,1.11899996,across,3,4,1,1,1
HSR08,5,1,2,4,cue9,correct,3.141823641,44.6,-3.128264797,2.86999989,within,1,2,1,1,1
HSR08,5,2,4,8,cue10,correct,0.070750394,52.3,3.831453591,4.31699991,across,2,3,1,1,1
HSR08,5,3,8,6,cue19,correct,0.033275925,40.6,-0.033274062,1.81299997,within,1,2,1,1,1
HSR08,5,4,6,14,cue21,incorrect,36.3796849,80.5,12.8218431,1.57400012,across,3,3,1,0,0
HSR08,5,5,14,12,cue8,correct,0.824865703,49.8,3.024850085,11.2809999,within,1,2,1,1,1
HSR08,5,6,12,5,cue13,tooLong,2.251388397,69.1,15.12154144,1.36199999,across,3,3,1,1,1
HSR08,5,7,5,11,cue5,correct,0.064347869,49.6,3.975584376,1.73600006,across,3,2,1,1,1
HSR08,5,8,11,1,cue12,tooLong,0.794322128,85.4,17.40600132,1.57999992,across,3,3,0,0,1
HSR08,5,9,1,3,cue15,correct,1.11959014,40.8,-1.120112563,2.04999996,within,1,2,1,1,1
HSR08,5,10,3,7,cue6,incorrect,8.872208334,49.5,-4.119864539,3.30999994,across,2,3,1,1,0
HSR08,6,1,7,1,cue12,correct,2.498326041,45.1,-2.481456959,1.29999995,across,2,2,1,1,1
HSR08,6,2,1,11,cue5,tooLong,0.205682247,89.2,22.12680132,0.80700016,across,3,3,0,0,1
HSR08,6,3,11,5,cue13,correct,1.942561014,44.6,-1.945215624,1.24000001,across,3,2,1,1,1
HSR08,6,4,5,12,cue8,tooLong,1.338690367,64.7,11.64244144,1.48000002,across,2,3,1,1,1
HSR08,6,5,12,14,cue21,correct,1.57455203,45.2,-1.575149915,6.39899993,within,1,2,1,1,1
HSR08,6,6,14,6,cue19,tooLong,0.072868039,82.7,14.0476431,1.50199986,across,3,3,1,1,1
HSR08,6,7,6,9,cue22,correct,3.235385587,46.6,-3.237189674,1.38000012,within,1,2,1,1,1
HSR08,6,8,9,2,cue17,tooLong,2.449943649,104.6,15.68900935,1.02900005,across,3,4,1,1,1
HSR08,6,9,2,4,cue9,correct,2.827563776,44.9,-2.828264797,2.68000007,within,1,2,1,1,1
HSR08,6,10,4,8,cue10,correct,0.529276838,52.9,4.431453591,2.14600015,across,2,3,1,1,1
HSR08,7,1,8,10,cue4,correct,0.886684556,42.05,-0.834320155,21.34000015,within,1,2,1,1,1
HSR08,7,2,10,12,cue8,correct,1.473585599,61.2,-1.473556332,1.819,across,2,3,1,1,1
HSR08,7,3,12,5,cue13,tooLong,2.247267262,76.15,22.17154144,24.72600007,across,3,3,1,1,1
HSR08,7,4,5,9,cue22,tooLong,1.820106182,69.55,9.234014853,1.1500001,across,2,2,1,0,1
HSR08,7,5,9,7,cue6,correct,2.006015432,39.4,-2.006526263,1.40700006,within,1,2,1,1,1
HSR08,7,6,7,4,cue9,correct,1.411715854,33,4.3295623,6.48899984,across,2,2,1,1,1
