,X,run,trial,startID,goalID,cue,CWhead,CCWhead,feedbackType,goalError,pathDistance,shPathError,startNavTime,endNavTime,navTime,arrowsDispTime,selectTime,selectChoice,selectHead,RT,subID,trialTypeContext,trialTypeNumCon,trialTypeEdgeLen,maze,mazeOrder,landmarkID,goalLM,isCorrect,geCat,hubCat,goalCat,headingCat,newFeedbackType,shortestLen,relPathIneff,percIneff,startlandmark,neuralSimilarity_HPC_bilateral,stim1act_HPC_bilateral,stim2act_HPC_bilateral,V1_HPC_bilateral,IT_HPC_bilateral,neuralSimilarity_HPC_left,stim1act_HPC_left,stim2act_HPC_left,V1_HPC_left,IT_HPC_left,neuralSimilarity_HPC_right,stim1act_HPC_right,stim2act_HPC_right,V1_HPC_right,IT_HPC_right,startfractal,endfractal,neuralSimilarity_HPC_bilateral_fr,stim1act_HPC_bilateral_fr,stim2act_HPC_bilateral_fr,V1_HPC_bilateral_fr,IT_HPC_bilateral_fr
0,31,4,2,15,10,cue14,-43.64169504,136.358305,tooLong,0.971160458,111.7,30.85753529,2438.639,2498.149,59.51,2436.7889999999998,2438.639,DOWN_SELECTION,136.358305,1.85,2,across,2,3,2,2,9,landmark5B,1,correct,notHub,withinComm,0,correctNonSP,80.84246471,0.38169958600000004,38.16995857,12,-0.043686329,-0.029899359,-0.012438379,0.928255547,0.765720062,-0.13423417,-0.01040052,-0.019225802,0.928255547,0.765720062,0.046861513,-0.049398198,-0.0056509559999999995,0.928255547,0.765720062,o,j,0.048133657999999996,0.05342828249999999,-0.17833734399999998,0.915352209,0.70099949
1,32,4,3,10,7,cue11,192.3821459,12.38214594,incorrect,4.435210898999999,241.2,201.34547030000002,2508.999,2616.529,107.53,2505.129,2508.999,UP_SELECTION,192.3821459,3.87,2,within,1,2,2,2,6,landmark12B,1,correct,notHub,inbetween,0,correctNonSP,39.8545297,5.0520096919999995,505.2009692,9,-0.018583743,0.004077166,-0.10679827900000001,0.9039291759999999,0.7208059659999999,-0.059294014000000006,0.012808197,-0.136542017,0.9039291759999999,0.7208059659999999,0.022126528,-0.0046538659999999996,-0.07705454099999999,0.9039291759999999,0.7208059659999999,j,g,0.034104098,0.0248673015,0.1316229115,0.847273479,0.8482732629999999
2,34,4,5,4,1,cue3,265.9941022,85.99410224,correct,2.9167628210000003,42.9,2.9184644289999997,2698.78,2724.453,25.673000000000002,2696.64,2698.78,DOWN_SELECTION,85.99410224,2.14,2,within,1,2,1,1,1,landmark18B,1,correct,notHub,withinComm,1,correctSP,39.98153557,0.072995306,7.299530614,4,0.086001326,0.036347366,0.10476672599999999,0.9153690590000001,0.732666088,0.035698161,0.00760637,0.116546651,0.9153690590000001,0.732666088,0.136304491,0.065088362,0.092986802,0.9153690590000001,0.732666088,d,a,0.08465362774999999,-0.0014433239999999993,0.16993859649999998,0.902290461,0.736852477
3,35,4,6,1,11,cue2,107.54615840000001,-72.45384156,tooLong,1.1657519809999999,102.0,33.7472844,2735.24,2782.24,47.0,2731.46,2735.24,UP_SELECTION,-72.45384156,3.78,2,across,3,3,3,3,7,landmark7B,1,correct,hub,hub,0,correctNonSP,68.2527156,0.49444603200000004,49.4446032,1,0.011756133,-0.010048886,-0.052028025,0.878498483,0.513595695,0.003401485,-0.054744347,-0.03088709,0.878498483,0.513595695,0.020110781,0.034646575,-0.073168959,0.878498483,0.513595695,a,k,-0.039492677250000004,0.05528496649999999,-0.062411507000000005,0.862178126,0.736426817
4,36,4,7,11,3,cue9,207.840948,27.84094798,correct,0.578324483,43.4,-0.39878681,2791.72,2819.59,27.87,2789.22,2791.72,DOWN_SELECTION,27.84094798,2.5,2,across,2,2,1,1,3,landmark4B,1,correct,hub,hub,1,correctSP,43.79878681,0.0,0.0,7,0.023590571,-0.051527101,-0.0016543179999999999,0.917956744,0.523288125,-0.028437287000000002,-0.093554955,0.00833732,0.917956744,0.523288125,0.075618429,-0.009499246999999999,-0.011645957,0.917956744,0.523288125,k,c,0.014619890250000007,-0.1433087825,-0.047477878,0.864934926,0.96514312
5,37,4,8,3,8,cue4,-38.01013454,141.9898655,correct,0.891868462,45.6,1.0718853259999999,2827.8390000000004,2848.24,20.401,2826.573,2827.8390000000004,DOWN_SELECTION,141.9898655,1.266,2,across,3,2,2,2,7,landmark7B,1,correct,hub,hub,1,correctSP,44.52811467,0.024072102,2.407210217,3,0.023590571,-0.10672851400000001,-0.052028025,0.917956744,0.523288125,-0.028437287000000002,-0.172287668,-0.03088709,0.917956744,0.523288125,0.075618429,-0.04116936,-0.073168959,0.917956744,0.523288125,c,h,0.04525056425,0.022777233,-0.044315825999999996,0.94365199,0.809006518
6,38,4,9,8,3,cue9,-23.86064146,156.1393585,correct,0.00795357,48.1,3.5718853260000003,2856.44,2877.548,21.108,2855.24,2856.44,DOWN_SELECTION,-23.86064146,1.2,2,across,3,2,1,1,3,landmark4B,1,correct,hub,hub,1,correctSP,44.52811467,0.08021640599999999,8.021640602,7,0.023590571,-0.051527101,-0.0016543179999999999,0.917956744,0.523288125,-0.028437287000000002,-0.093554955,0.00833732,0.917956744,0.523288125,0.075618429,-0.009499246999999999,-0.011645957,0.917956744,0.523288125,h,c,0.04525056425,-0.0760508875,-0.047477878,0.94365199,0.809006518
7,39,4,10,3,10,cue14,-38.01013454,141.9898655,tooLong,0.697377427,163.5,97.53152688,2886.071,2957.19,71.119,2884.55,2886.071,DOWN_SELECTION,141.9898655,1.521,2,across,2,3,2,2,9,landmark5B,1,correct,notHub,withinComm,0,correctNonSP,65.96847312,1.478456636,147.8456636,3,0.009096146,-0.10672851400000001,-0.012438379,0.9154722890000001,0.8572163629999999,-0.003167659,-0.172287668,-0.019225802,0.9154722890000001,0.8572163629999999,0.02135995,-0.04116936,-0.0056509559999999995,0.9154722890000001,0.8572163629999999,c,j,0.0427036855,0.022777233,-0.17833734399999998,0.8421930479999999,0.782586497
8,40,5,1,10,13,cue22,192.3821459,12.38214594,tooLong,0.844090343,75.7,8.778492845,3002.202,3042.3059999999996,40.104,3000.322,3002.202,DOWN_SELECTION,12.38214594,1.88,2,across,3,3,3,3,3,landmark4B,1,correct,hub,hub,0,correctSP,66.92150716,0.131175958,13.11759585,9,0.009096146,0.004077166,-0.0016543179999999999,0.9154722890000001,0.8572163629999999,-0.003167659,0.012808197,0.00833732,0.9154722890000001,0.8572163629999999,0.02135995,-0.0046538659999999996,-0.011645957,0.9154722890000001,0.8572163629999999,j,m,0.1054082455,0.0248673015,-0.0346191525,0.85458178,0.7123568259999999
9,41,5,2,13,11,cue2,102.7811052,-77.21889482,tooLong,1.720927754,67.5,23.87667916,3055.3520000000003,3093.302,37.95,3049.285,3055.3520000000003,UP_SELECTION,-77.21889482,6.067,2,within,1,2,3,3,7,landmark7B,1,correct,hub,hub,0,correctNonSP,43.62332084,0.547337495,54.73374952,3,0.023590571,-0.10672851400000001,-0.052028025,0.917956744,0.523288125,-0.028437287000000002,-0.172287668,-0.03088709,0.917956744,0.523288125,0.075618429,-0.04116936,-0.073168959,0.917956744,0.523288125,m,k,0.10342405674999999,-0.093488149,-0.062411507000000005,0.913704293,0.9767970090000001
10,42,5,3,11,6,cue17,207.840948,27.84094798,incorrect,6.536237308,163.4,119.6940567,3104.9320000000002,3182.482,77.55,3100.2659999999996,3104.9320000000002,DOWN_SELECTION,27.84094798,4.666,2,across,2,2,2,2,5,landmark13B,1,correct,hub,hub,0,correctNonSP,43.705943299999994,2.738621974,273.8621974,7,-0.020389087,-0.051527101,0.053254725,0.850642166,0.495848697,-0.091074388,-0.093554955,0.085394871,0.850642166,0.495848697,0.050296215,-0.009499246999999999,0.021114578999999998,0.850642166,0.495848697,k,f,0.048194001,-0.1433087825,-0.22388001950000003,0.911064037,0.935606755
11,48,5,9,4,1,cue3,265.9941022,85.99410224,tooLong,3.2164580369999998,57.6,17.61846443,3615.673,3643.243,27.57,3612.4429999999998,3615.673,UP_SELECTION,265.9941022,3.23,2,within,1,2,1,1,1,landmark18B,1,correct,notHub,withinComm,0,correctSP,39.98153557,0.440665026,44.06650265,4,0.086001326,0.036347366,0.10476672599999999,0.9153690590000001,0.732666088,0.035698161,0.00760637,0.116546651,0.9153690590000001,0.732666088,0.136304491,0.065088362,0.092986802,0.9153690590000001,0.732666088,d,a,0.08465362774999999,-0.0014433239999999993,0.16993859649999998,0.902290461,0.736852477
12,51,6,2,5,2,cue13,217.7571136,37.7571136,tooLong,1.045727149,77.3,34.76717675,3779.683,3822.467,42.784,3777.292,3779.683,UP_SELECTION,217.7571136,2.391,2,within,1,2,1,1,2,landmark6B,1,correct,notHub,withinComm,0,correctNonSP,42.53282325,0.817419915,81.74199146,5,-0.018631345,0.082419588,-0.178877583,0.9093772990000001,0.7190416940000001,0.011055305,0.063250523,-0.192210701,0.9093772990000001,0.7190416940000001,-0.048317994,0.101588653,-0.165544465,0.9093772990000001,0.7190416940000001,e,b,0.0005847485000000027,-0.061069323499999995,-0.0459305045,0.905392656,0.798692868
13,52,6,3,2,8,cue4,80.00899573,260.0089957,tooLong,1.5132355080000002,137.6,67.22053227,3831.953,3890.813,58.86,3829.413,3831.953,DOWN_SELECTION,260.0089957,2.54,2,across,3,3,2,2,7,landmark7B,1,correct,hub,hub,0,correctNonSP,70.37946773,0.9551156670000001,95.51156671,2,0.059134814,-0.013069202,-0.052028025,0.90188007,0.6390928229999999,0.059897057000000004,-0.042683415999999995,-0.03088709,0.90188007,0.6390928229999999,0.058372572000000005,0.016545011999999998,-0.073168959,0.90188007,0.6390928229999999,b,h,0.0035569959999999998,-0.0151416585,-0.044315825999999996,0.915601381,0.756751465
14,54,6,5,6,14,cue16,72.37272871,252.3727287,correct,1.2021652109999998,68.5,2.279423935,4006.7140000000004,4041.2140000000004,34.5,3999.2329999999997,4006.7140000000004,DOWN_SELECTION,252.3727287,7.481,2,across,3,3,3,3,11,landmark1B,1,correct,notHub,withinComm,1,correctSP,66.22057607,0.034421687,3.442168689,5,0.024929712000000003,0.082419588,-0.015825629,0.9378685929999999,0.67701736,-0.025929783999999997,0.063250523,-0.034489136000000004,0.9378685929999999,0.67701736,0.075789207,0.101588653,0.002837878,0.9378685929999999,0.67701736,f,n,-0.0011190182500000023,-0.051302512999999994,-0.192339278,0.850761476,0.863283537
15,55,6,6,14,12,cue21,-12.39719272,167.6028073,correct,1.2820034359999999,41.6,1.281968397,4057.554,4072.238,14.684000000000001,4048.1940000000004,4057.554,DOWN_SELECTION,-12.39719272,9.36,2,within,1,2,3,3,10,landmark11B,1,correct,notHub,inbetween,1,correctSP,40.3180316,0.031796403,3.17964034,11,-0.024801462000000003,-0.139333095,0.124430835,0.933001357,0.8134502029999999,0.0640836,-0.11763923300000001,0.12393083,0.933001357,0.8134502029999999,-0.113686525,-0.161026957,0.124930839,0.933001357,0.8134502029999999,n,l,-0.04381607675000001,0.0734048455,0.009002745999999999,0.963342625,0.8616427409999999
16,56,6,7,12,5,cue18,145.579687,-34.42031302,tooLong,0.33743785600000004,110.1,60.00592474,4081.3340000000003,4129.003,47.669,4079.197,4081.3340000000003,UP_SELECTION,145.579687,2.137,2,across,3,3,1,1,5,landmark13B,1,correct,hub,hub,0,correctNonSP,50.09407526,1.1978647059999998,119.7864706,10,0.072300543,-0.145263537,0.053254725,0.8724096709999999,0.721272403,0.009279509,-0.178990305,0.085394871,0.8724096709999999,0.721272403,0.135321576,-0.11153677,0.021114578999999998,0.8724096709999999,0.721272403,l,e,-0.01421607800000001,-0.012061512000000002,-0.0626778125,0.9232818770000001,0.920184179
17,58,6,9,15,13,cue22,-43.64169504,136.358305,correct,0.224211418,43.4,-0.224117237,4229.434,4247.464,18.03,4227.794,4229.434,UP_SELECTION,-43.64169504,1.64,2,within,1,2,3,3,3,landmark4B,1,correct,hub,hub,1,correctSP,43.62411724,0.0,0.0,12,-0.021260308999999998,-0.029899359,-0.0016543179999999999,0.923145232,0.462799817,-0.028031531000000002,-0.01040052,0.00833732,0.923145232,0.462799817,-0.014489088,-0.049398198,-0.011645957,0.923145232,0.462799817,o,m,0.100837763,0.05342828249999999,-0.0346191525,0.92514777,0.692362989
18,61,7,2,2,10,cue14,80.00899573,260.0089957,tooLong,1.750373256,182.6,108.85838419999999,4457.829000000001,4538.583,80.75399999999999,4456.939,4457.829000000001,DOWN_SELECTION,260.0089957,0.89,2,across,2,3,2,2,9,landmark5B,1,correct,notHub,withinComm,0,correctNonSP,73.74161579999999,1.476213709,147.62137090000002,2,0.0016411429999999999,-0.013069202,-0.012438379,0.92522673,0.83812108,0.07274194,-0.042683415999999995,-0.019225802,0.92522673,0.83812108,-0.069459655,0.016545011999999998,-0.0056509559999999995,0.92522673,0.83812108,b,j,0.0721933415,-0.0151416585,-0.17833734399999998,0.891982862,0.9011300590000001
19,62,7,3,10,7,cue11,192.3821459,12.38214594,tooLong,3.6251095789999996,183.8,143.9454703,4547.759,4630.629,82.87,4545.539000000001,4547.759,DOWN_SELECTION,12.38214594,2.22,2,within,1,2,2,2,6,landmark12B,1,correct,notHub,inbetween,0,correctNonSP,39.8545297,3.611771896,361.1771896,9,-0.018583743,0.004077166,-0.10679827900000001,0.9039291759999999,0.7208059659999999,-0.059294014000000006,0.012808197,-0.136542017,0.9039291759999999,0.7208059659999999,0.022126528,-0.0046538659999999996,-0.07705454099999999,0.9039291759999999,0.7208059659999999,j,g,0.034104098,0.0248673015,0.1316229115,0.847273479,0.8482732629999999
20,63,7,4,7,4,cue8,35.15346303,215.153463,correct,0.649143583,26.1,4.493536677,4641.539000000001,4652.339,10.8,4637.629,4641.539000000001,DOWN_SELECTION,35.15346303,3.91,2,across,2,2,1,1,4,landmark2B,1,correct,notHub,inbetween,1,correctSP,21.60646332,0.20797187399999997,20.79718744,6,-0.014101126,0.021045602000000004,-0.002270003,0.9402444440000001,0.7412605040000001,-0.02196042,0.001861014,-0.009921576,0.9402444440000001,0.7412605040000001,-0.006241831,0.040230189,0.005381571,0.9402444440000001,0.7412605040000001,g,d,0.06910451125,0.0335752155,-0.0758194035,0.9573833979999999,0.8078277559999999
21,64,7,5,4,1,cue3,265.9941022,85.99410224,tooLong,2.417440607,77.4,37.41846443,4661.289000000001,4695.619000000001,34.33,4659.3,4661.289000000001,UP_SELECTION,265.9941022,1.989,2,within,1,2,1,1,1,landmark18B,1,correct,notHub,withinComm,0,correctNonSP,39.98153557,0.9358936290000001,93.58936293,4,0.086001326,0.036347366,0.10476672599999999,0.9153690590000001,0.732666088,0.035698161,0.00760637,0.116546651,0.9153690590000001,0.732666088,0.136304491,0.065088362,0.092986802,0.9153690590000001,0.732666088,d,a,0.08465362774999999,-0.0014433239999999993,0.16993859649999998,0.902290461,0.736852477
22,65,7,6,1,11,cue2,107.54615840000001,-72.45384156,incorrect,4.468867979,76.4,8.147284396,4704.549,4749.063,44.513999999999996,4702.589,4704.549,DOWN_SELECTION,107.54615840000001,1.96,2,across,3,3,3,3,7,landmark7B,1,correct,hub,hub,0,correctSP,68.2527156,0.119369381,11.93693807,1,0.011756133,-0.010048886,-0.052028025,0.878498483,0.513595695,0.003401485,-0.054744347,-0.03088709,0.878498483,0.513595695,0.020110781,0.034646575,-0.073168959,0.878498483,0.513595695,a,k,-0.039492677250000004,0.05528496649999999,-0.062411507000000005,0.862178126,0.736426817
23,66,7,7,11,3,cue9,207.840948,27.84094798,tooLong,0.8527631920000001,162.7,118.9012132,4764.929,4836.7390000000005,71.81,4762.54,4764.929,DOWN_SELECTION,27.84094798,2.3890000000000002,2,across,2,2,1,1,3,landmark4B,1,correct,hub,hub,0,correctNonSP,43.798786799999995,2.714714765,271.4714765,7,0.023590571,-0.051527101,-0.0016543179999999999,0.917956744,0.523288125,-0.028437287000000002,-0.093554955,0.00833732,0.917956744,0.523288125,0.075618429,-0.009499246999999999,-0.011645957,0.917956744,0.523288125,k,c,0.014619890250000007,-0.1433087825,-0.047477878,0.864934926,0.96514312
24,67,7,8,3,8,cue4,-38.01013454,141.9898655,tooLong,0.270874448,99.9,55.37188533,4845.71,4897.454000000001,51.744,4843.71,4845.71,DOWN_SELECTION,141.9898655,2.0,2,across,3,2,2,2,7,landmark7B,1,correct,hub,hub,0,correctNonSP,44.52811467,1.243526382,124.3526382,3,0.023590571,-0.10672851400000001,-0.052028025,0.917956744,0.523288125,-0.028437287000000002,-0.172287668,-0.03088709,0.917956744,0.523288125,0.075618429,-0.04116936,-0.073168959,0.917956744,0.523288125,c,h,0.04525056425,0.022777233,-0.044315825999999996,0.94365199,0.809006518
25,68,7,9,8,6,cue17,-23.86064146,156.1393585,tooLong,3.727645252,84.7,42.34812881,4909.31,4952.39,43.08,4904.46,4909.31,UP_SELECTION,156.1393585,4.85,2,within,1,2,2,2,5,landmark13B,1,correct,hub,hub,0,correctNonSP,42.35187119,0.999911636,99.9911636,7,-0.020389087,-0.051527101,0.053254725,0.850642166,0.495848697,-0.091074388,-0.093554955,0.085394871,0.850642166,0.495848697,0.050296215,-0.009499246999999999,0.021114578999999998,0.850642166,0.495848697,h,f,0.0581750915,-0.0760508875,-0.22388001950000003,0.922706405,0.949595858
26,31,4,2,9,4,cue11,230.7250954,50.72509545,correct,0.605057002,74.0,6.104840512000001,1492.035,1553.0379999999998,61.00299978,1490.855,1492.035,UP_SELECTION,230.7250954,1.18000007,3,across,2,3,1,2,4,landmark17B,1,correct,notHub,inbetween,1,correctSP,67.89515949,0.08991569599999999,8.991569587999999,8,0.042714170999999995,0.175123017,-0.071571415,0.886243294,0.801206594,0.005019976,0.157617242,-0.043949065999999995,0.886243294,0.801206594,0.080408366,0.19262879100000002,-0.099193764,0.886243294,0.801206594,i,d,0.059783593499999996,-0.084532992,-0.112941755,0.857131924,0.694796581
27,32,4,3,4,1,cue14,268.7228977,88.72289775,correct,0.093137106,42.3,0.093075416,1561.185,1588.156,26.97099996,1560.046,1561.185,DOWN_SELECTION,88.72289775,1.13899994,3,within,1,2,1,2,1,landmark13B,1,correct,notHub,withinComm,1,correctSP,42.20692458,0.002205217,0.220521673,4,0.021288197999999998,-0.07422734,0.071906017,0.856965612,0.607240869,0.096001679,-0.08787212900000001,0.06483971200000001,0.856965612,0.607240869,-0.053425283,-0.060582551,0.078972321,0.856965612,0.607240869,d,a,-0.16046764174999997,0.0246423275,-0.027715941,0.847273479,0.8482732629999999
28,33,4,4,1,11,cue4,107.54615840000001,-72.45384156,correct,3.55234372,67.1,-2.649026053,1598.096,1628.445,30.34899997,1595.1660000000002,1598.096,DOWN_SELECTION,107.54615840000001,2.93000007,3,across,3,3,3,1,7,landmark2B,1,correct,hub,hub,1,correctSP,69.74902605,0.0,0.0,1,-0.096711373,0.091455215,-0.21485805300000002,0.9306056690000001,0.810697435,-0.16226055,0.10223586400000001,-0.180500875,0.9306056690000001,0.810697435,-0.031162196,0.080674565,-0.249215231,0.9306056690000001,0.810697435,a,k,0.09558618550000002,0.034675129,0.016596998,0.9320254170000001,0.8483814590000001
29,34,4,5,11,14,cue12,219.3365784,39.33657845,correct,2.8822708930000003,39.3,-2.8837114589999997,1636.865,1657.9089999999999,21.04399991,1635.425,1636.865,DOWN_SELECTION,219.3365784,1.44000006,3,within,1,2,3,1,11,landmark1B,1,correct,notHub,withinComm,1,correctSP,42.18371146,0.0,0.0,7,0.0240351,-0.05971648,-0.008945534,0.933264387,0.8210064140000001,0.022406488999999998,-0.051326498,0.008797719,0.933264387,0.8210064140000001,0.025663711000000002,-0.06810646299999999,-0.026688787999999998,0.933264387,0.8210064140000001,k,n,0.0022354737499999996,-0.13309061049999998,-0.061647263499999994,0.921572009,0.8940287029999999
30,35,4,6,14,7,cue13,-16.27368179,163.72631819999998,correct,2.2378430430000003,78.5,7.86166842,1665.495,1712.596,47.10100007,1664.896,1665.495,DOWN_SELECTION,163.72631819999998,0.59899998,3,across,2,3,2,3,6,landmark4B,1,correct,notHub,inbetween,1,correctSP,70.63833158,0.11129465,11.12946504,11,-0.149884303,0.061807928,0.015714192,0.91828909,0.7330616809999999,-0.17492227600000002,0.06323778,-0.010434364,0.91828909,0.7330616809999999,-0.12484633099999999,0.060378075999999996,0.041862748,0.91828909,0.7330616809999999,n,g,-0.017022629249999987,-0.036293192,-0.188082168,0.9328500279999999,0.869165345
31,36,4,7,7,12,cue15,35.15346303,215.153463,incorrect,4.068730495,36.6,-0.082690764,1721.656,1739.246,17.59000015,1719.595,1721.656,DOWN_SELECTION,215.153463,2.06099987,3,across,2,2,3,1,10,landmark12B,1,correct,notHub,inbetween,0,correctSP,36.68269076,0.0,0.0,6,-0.037479642,-0.040651115,-0.076345275,0.903836546,0.654733317,-0.045589914,-0.031658328,-0.074086843,0.903836546,0.654733317,-0.02936937,-0.049643901,-0.078603706,0.903836546,0.654733317,g,l,-0.08425432975,0.061952331,-0.0862719225,0.907899545,0.94538493
32,38,4,9,6,8,cue18,76.99190909999999,256.9919091,correct,1.4335639340000002,43.8,-1.435123928,1785.156,1807.616,22.46000004,1781.455,1785.156,UP_SELECTION,76.99190909999999,3.70099998,3,within,1,2,2,3,7,landmark2B,1,correct,hub,hub,1,correctSP,45.23512393,0.0,0.0,5,0.058562772,0.021722564,-0.21485805300000002,0.9390599140000001,0.7031066840000001,0.110058848,0.012774057,-0.180500875,0.9390599140000001,0.7031066840000001,0.007066695,0.030671071,-0.249215231,0.9390599140000001,0.7031066840000001,f,h,-0.05354928625,-0.082710222,0.046684935000000004,0.921033313,0.9335369040000001
33,39,4,10,8,2,cue10,-35.91964864,144.08035139999998,correct,1.353012835,74.7,6.004589949,1815.486,1845.506,30.01999998,1814.606,1815.486,DOWN_SELECTION,-35.91964864,0.88000011,3,across,3,3,1,2,2,landmark14B,1,correct,notHub,withinComm,1,correctSP,68.69541005,0.087408896,8.740889594,7,0.013606793,-0.05971648,-0.089001181,0.8848720940000001,0.7292946640000001,0.10454498699999999,-0.051326498,-0.046652955,0.8848720940000001,0.7292946640000001,-0.077331401,-0.06810646299999999,-0.131349406,0.8848720940000001,0.7292946640000001,h,b,0.10440583375,-0.00018958600000000027,-0.0830569455,0.951146788,0.8131319490000001
34,40,5,1,2,4,cue11,72.74861673,252.74861669999999,correct,2.05098415,43.6,-2.02911364,2170.938,2194.422,23.48399997,2164.3179999999998,2170.938,UP_SELECTION,72.74861673,6.61999988,3,within,1,2,1,2,4,landmark17B,1,correct,notHub,inbetween,1,correctSP,45.62911364,0.0,0.0,2,0.08214422,0.022045401000000003,-0.071571415,0.891229952,0.541143946,0.140600271,0.027932156,-0.043949065999999995,0.891229952,0.541143946,0.023688168,0.016158645,-0.099193764,0.891229952,0.541143946,b,d,0.0538963445,-0.050982322999999996,-0.112941755,0.87202383,0.708669291
35,41,5,2,4,1,cue14,268.7228977,88.72289775,correct,0.593128749,42.8,0.593075416,2205.748,2221.178,15.43000006,2201.408,2205.748,UP_SELECTION,88.72289775,4.33999992,3,within,1,2,1,2,1,landmark13B,1,correct,notHub,withinComm,1,correctSP,42.20692458,0.014051613999999999,1.405161409,4,0.021288197999999998,-0.07422734,0.071906017,0.856965612,0.607240869,0.096001679,-0.08787212900000001,0.06483971200000001,0.856965612,0.607240869,-0.053425283,-0.060582551,0.078972321,0.856965612,0.607240869,d,a,-0.16046764174999997,0.0246423275,-0.027715941,0.847273479,0.8482732629999999
36,42,5,3,1,11,cue4,107.54615840000001,-72.45384156,tooLong,3.946453884,82.1,12.35097395,2249.988,2298.368,48.38000011,2228.17,2249.988,DOWN_SELECTION,107.54615840000001,21.81799984,3,across,3,3,3,1,7,landmark2B,1,correct,hub,hub,0,correctSP,69.74902605,0.177077368,17.70773679,1,-0.096711373,0.091455215,-0.21485805300000002,0.9306056690000001,0.810697435,-0.16226055,0.10223586400000001,-0.180500875,0.9306056690000001,0.810697435,-0.031162196,0.080674565,-0.249215231,0.9306056690000001,0.810697435,a,k,0.09558618550000002,0.034675129,0.016596998,0.9320254170000001,0.8483814590000001
37,43,5,4,11,5,cue7,219.3365784,39.33657845,tooLong,2.614045734,84.6,31.855274800000004,2307.688,2341.9120000000003,34.22399998,2305.368,2307.688,DOWN_SELECTION,39.33657845,2.31999993,3,across,3,2,1,2,5,landmark8B,1,correct,hub,hub,0,correctNonSP,52.7447252,0.603951858,60.39518582,7,0.058562772,-0.05971648,0.051957407000000004,0.9390599140000001,0.7031066840000001,0.110058848,-0.051326498,0.082972379,0.9390599140000001,0.7031066840000001,0.007066695,-0.06810646299999999,0.020942434,0.9390599140000001,0.7031066840000001,k,e,-0.039286092499999994,-0.13309061049999998,-0.008174465,0.912853169,0.933186142
38,44,5,5,5,3,cue20,197.71758280000003,17.71758282,correct,2.052228745,48.7,-2.0554228009999997,2354.788,2372.298,17.50999999,2348.8979999999997,2354.788,DOWN_SELECTION,197.71758280000003,5.88999987,3,within,1,2,1,2,3,landmark3B,1,correct,hub,hub,1,correctSP,50.75542279999999,0.0,0.0,5,0.09966319400000001,0.021722564,-0.086262705,0.878962617,0.550778859,0.069409737,0.012774057,-0.040525877,0.878962617,0.550778859,0.129916652,0.030671071,-0.131999533,0.878962617,0.550778859,e,c,-0.013604031249999999,0.000790008499999998,-0.046560381000000005,0.9098529609999999,0.8427667959999999
39,45,5,6,3,9,cue3,-25.46270111,154.5372989,tooLong,2.470724863,92.0,23.01018234,2380.018,2417.292,37.27400017,2379.282,2380.018,DOWN_SELECTION,154.5372989,0.73599983,3,across,3,3,2,3,8,landmark5B,1,correct,notHub,withinComm,0,correctNonSP,68.98981766,0.333530123,33.35301226,3,0.019864309,-0.190797647,-0.42762087299999996,0.923530838,0.708810268,0.09775061,-0.201031682,-0.345712976,0.923530838,0.708810268,-0.058021992,-0.180563611,-0.509528769,0.923530838,0.708810268,c,i,0.004078281499999996,-0.095341762,-0.0603692525,0.912689112,0.884844234
40,46,5,7,9,15,cue16,230.7250954,50.72509545,correct,0.38028255899999996,59.5,6.5786729070000005,2425.508,2456.3179999999998,30.81000018,2424.278,2425.508,UP_SELECTION,230.7250954,1.23000002,3,across,2,2,3,1,12,landmark10B,1,correct,notHub,withinComm,1,correctSP,52.92132709,0.12431043,12.43104296,8,-0.201130644,0.175123017,0.023773737000000003,0.9447483440000001,0.834677825,-0.245381997,0.157617242,0.038361426000000004,0.9447483440000001,0.834677825,-0.156879291,0.19262879100000002,0.009186048,0.9447483440000001,0.834677825,i,o,0.02094281274999999,-0.084532992,-0.114808781,0.978265455,0.834421272
41,47,5,8,15,13,cue2,-47.06357014,132.9364299,correct,0.36360856700000005,42.3,-0.36367273,2464.492,2479.882,15.39000011,2463.3089999999997,2464.492,UP_SELECTION,-47.06357014,1.18299984,3,within,1,2,3,1,3,landmark3B,1,correct,hub,hub,1,correctSP,42.66367273,0.0,0.0,12,-0.14158949699999998,0.011135485,-0.086262705,0.91960781,0.650386852,-0.17785504600000002,-0.0031082559999999998,-0.040525877,0.91960781,0.650386852,-0.105323949,0.025379226,-0.131999533,0.91960781,0.650386852,o,m,-0.0036361810000000022,-0.0326316875,0.102194586,0.93872793,0.8523556059999999
42,48,5,9,13,7,cue13,89.14108018,269.1410802,correct,1.7364510869999998,58.6,4.61886716,2487.699,2524.3289999999997,36.63000012,2486.849,2487.699,UP_SELECTION,89.14108018,0.8499999,3,across,3,3,2,3,6,landmark4B,1,correct,notHub,inbetween,1,correctSP,53.98113284,0.085564473,8.556447256,3,0.021574462000000003,-0.190797647,0.015714192,0.9686012140000001,0.637361822,0.01606025,-0.201031682,-0.010434364,0.9686012140000001,0.637361822,0.027088674,-0.180563611,0.041862748,0.9686012140000001,0.637361822,m,g,-0.1205421535,-0.061783750500000005,-0.188082168,0.895989129,0.87371833
