,run,trial,startID,goalID,cue,CWhead,CCWhead,feedbackType,goalError,pathDistance,shPathError,startNavTime,endNavTime,navTime,arrowsDispTime,selectTime,selectChoice,selectHead,RT,subID,trialTypeContext,trialTypeNumCon,trialTypeEdgeLen,maze,mazeOrder,landmarkID,goalLM
54,6,5,12,4,cue8,145.579686976,-34.420313024,tooLong,3.943346343,145.8,113.073652,3410.159,3500.935,90.77600000000001,3393.2129999999997,3410.159,UP_SELECTION,145.579687,16.945999999999998,HSR02,across,2.0,2.0,1.0,1,4,landmark2B
55,6,6,4,9,cue6,265.99410223900003,85.99410223870001,tooLong,0.913357135,74.1,9.310440726,3511.5170000000003,3560.7340000000004,49.217,3507.843,3511.5170000000003,UP_SELECTION,85.99410224,3.674,HSR02,across,2.0,3.0,2.0,2,8,landmark14B
56,6,7,9,7,cue11,230.72509544599998,50.7250954461,correct,0.8235446470000001,47.9,0.823876197,3581.664,3624.638,42.974,3567.603,3581.664,DOWN_SELECTION,230.7250954,14.061,HSR02,within,1.0,2.0,2.0,2,6,landmark12B
57,6,8,7,3,cue9,35.153463033,215.15346303299998,tooLong,0.016947341,57.0,9.066381955,3643.215,3668.9959999999996,25.781,3631.5159999999996,3643.215,UP_SELECTION,35.15346303,11.699000000000002,HSR02,across,3.0,3.0,1.0,1,3,landmark4B
58,6,9,3,5,cue18,-38.0101345438,141.989865456,tooLong,0.40506389299999995,105.1,61.4051368,3678.097,3749.777,71.68,3675.905,3678.097,DOWN_SELECTION,141.9898655,2.1919999999999997,HSR02,within,1.0,2.0,1.0,1,5,landmark13B
59,6,10,5,2,cue13,217.757113597,37.7571135965,correct,0.83276032,41.7,-0.8328232520000001,3767.395,3817.705,50.31,3756.6659999999997,3767.395,DOWN_SELECTION,217.7571136,10.729000000000001,HSR02,within,1.0,2.0,1.0,1,2,landmark6B
0,1,1,12,9,cue3,145.579686976,-34.420313024,correct,0.82139728,47.4,-0.764609856,22.67000008,43.72000003,21.04999995,21.28999996,22.67000008,UP_SELECTION,145.579687,1.38000012,HSR03,across,2.0,2.0,2.0,3,8,landmark5B
1,1,2,9,4,cue11,230.72509544599998,50.7250954461,tooLong,0.274507672,84.6,16.70484051,52.79900002,83.28399992,30.484999900000002,50.67000008,52.79900002,DOWN_SELECTION,230.7250954,2.12899994,HSR03,across,2.0,3.0,1.0,2,4,landmark17B
2,1,3,4,11,cue4,268.722897748,88.7228977482,tooLong,0.6729194620000001,69.0,15.44638592,95.80999994,125.3,29.49000006,90.21000004,95.80999994,DOWN_SELECTION,268.7228977,5.5999999,HSR03,across,2.0,3.0,3.0,1,7,landmark2B
3,1,4,11,13,cue2,219.33657844599998,39.3365784464,tooLong,0.905322813,146.25,96.89459507,133.26,192.21,58.95,132.2490001,133.26,DOWN_SELECTION,39.33657845,1.0109999,HSR03,within,1.0,2.0,3.0,1,3,landmark3B
4,1,5,13,10,cue6,89.14108018040001,269.14108018,correct,0.630218904,72.5,-0.527569275,199.92000009999998,229.0320001,29.112,199.17000009999998,199.92000009999998,DOWN_SELECTION,89.14108018,0.75,HSR03,across,3.0,3.0,2.0,3,9,landmark15B
5,1,6,10,7,cue13,196.275977224,16.2759772237,correct,0.41769063799999995,41.6,-0.417707799,236.29,251.08999989999998,14.799999900000001,236.0039999,236.29,DOWN_SELECTION,16.27597722,0.2860001,HSR03,within,1.0,2.0,2.0,3,6,landmark4B
6,1,7,7,4,cue11,35.153463033,215.15346303299998,correct,0.441706625,28.95,3.851058011,258.29399989999996,269.67000010000004,11.3760002,258.06999989999997,258.29399989999996,DOWN_SELECTION,35.15346303,0.22399999999999998,HSR03,across,2.0,2.0,1.0,2,4,landmark17B
7,1,8,4,15,cue16,268.722897748,88.7228977482,tooLong,0.544619057,154.35,83.7783943,277.279,336.852,59.573,276.6499999,277.279,DOWN_SELECTION,88.72289775,0.6290001000000001,HSR03,across,2.0,3.0,3.0,1,12,landmark10B
8,1,9,15,2,cue10,-47.063570141999996,132.936429858,tooLong,0.905216907,89.35,14.66284716,344.56999989999997,378.29,33.7200001,343.82999989999996,344.56999989999997,DOWN_SELECTION,132.9364299,0.74,HSR03,across,2.0,3.0,1.0,2,2,landmark14B
9,1,10,2,9,cue3,72.7486167284,252.748616728,correct,0.945349993,90.8,2.6547073269999997,386.43000010000003,427.964,41.5339999,385.24,386.43000010000003,DOWN_SELECTION,252.74861669999999,1.1900001,HSR03,across,2.0,4.0,2.0,3,8,landmark5B
10,2,1,9,6,cue17,230.72509544599998,50.7250954461,correct,0.9425969809999999,46.5,-0.8940124359999999,454.27,471.95,17.68,451.7349999,454.27,DOWN_SELECTION,50.72509545,2.5350001,HSR03,within,1.0,2.0,2.0,3,5,landmark8B
11,2,2,6,14,cue12,76.9919090973,256.991909097,correct,0.32625686800000003,69.7,0.751007986,479.49,510.7449999,31.2549999,478.911,479.49,UP_SELECTION,256.9919091,0.579,HSR03,across,3.0,3.0,3.0,1,11,landmark1B
12,2,3,14,12,cue15,-16.2736817897,163.72631821,correct,0.47068282,41.2,-0.470831515,518.6299999,537.9300001,19.3000002,517.75,518.6299999,DOWN_SELECTION,-16.27368179,0.8799999,HSR03,within,1.0,2.0,3.0,1,10,landmark12B
13,2,4,12,5,cue7,145.579686976,-34.420313024,correct,0.19639742699999999,58.8,5.1495488069999995,545.7590001,568.8899999,23.1309998,544.941,545.7590001,DOWN_SELECTION,-34.42031302,0.8180001,HSR03,across,3.0,3.0,1.0,2,5,landmark8B
14,2,5,5,3,cue20,197.717582822,17.7175828225,correct,0.605346967,50.15,-0.605422801,575.961,593.6800001,17.719000100000002,575.8499999,575.961,DOWN_SELECTION,197.71758280000003,0.1110001,HSR03,within,1.0,2.0,1.0,2,3,landmark3B
15,2,6,3,8,cue18,-25.4627011067,154.53729889299998,tooLong,0.434193854,64.9,15.36006496,601.5009999,643.1299999,41.629,600.6709999999999,601.5009999,UP_SELECTION,-25.46270111,0.8299999,HSR03,across,3.0,2.0,2.0,3,7,landmark2B
16,2,7,8,1,cue14,-35.9196486398,144.08035136,tooLong,0.568152976,92.55,23.47315206,650.9219999,683.8009999,32.879,650.131,650.9219999,DOWN_SELECTION,-35.91964864,0.7909999,HSR03,across,2.0,3.0,1.0,2,1,landmark13B
17,2,8,1,11,cue4,107.54615843799999,-72.4538415622,tooLong,0.6775330709999999,91.95,22.20097395,690.9110000000001,727.563,36.652,690.7309999,690.9110000000001,DOWN_SELECTION,-72.45384156,0.1800001,HSR03,across,3.0,3.0,3.0,1,7,landmark2B
18,2,9,11,13,cue2,219.33657844599998,39.3365784464,correct,0.8554332590000001,48.5,-0.855404933,734.8899999,754.6499999,19.76,734.5350001,734.8899999,DOWN_SELECTION,39.33657845,0.35499980000000003,HSR03,within,1.0,2.0,3.0,1,3,landmark3B
19,2,10,13,10,cue6,89.14108018040001,269.14108018,correct,0.380409361,72.75,-0.277569275,761.951,790.8910000000001,28.94,761.6010001,761.951,DOWN_SELECTION,89.14108018,0.34999990000000003,HSR03,across,3.0,3.0,2.0,3,9,landmark15B
20,3,1,10,7,cue13,196.275977224,16.2759772237,correct,2.187759605,39.85,-2.167707799,822.711,837.721,15.01,820.4349999,822.711,DOWN_SELECTION,16.27597722,2.2760001,HSR03,within,1.0,2.0,2.0,3,6,landmark4B
21,3,2,7,14,cue12,35.153463033,215.15346303299998,incorrect,17.98107294,63.9,-6.73833158,853.9749999,876.7950001,22.8200002,844.681,853.9749999,UP_SELECTION,215.153463,9.293999900000001,HSR03,across,2.0,3.0,3.0,1,11,landmark1B
22,3,3,14,6,cue17,-16.2736817897,163.72631821,tooLong,0.14953203,101.6,31.67670799,890.681,931.3150001,40.6340001,890.2409999,890.681,UP_SELECTION,-16.27368179,0.4400001,HSR03,across,3.0,3.0,2.0,3,5,landmark8B
23,3,4,6,8,cue18,76.9919090973,256.991909097,tooLong,2.138901627,64.7,19.46487607,940.171,969.941,29.77,938.2909999,940.171,DOWN_SELECTION,256.9919091,1.8800001,HSR03,within,1.0,2.0,2.0,3,7,landmark2B
24,3,5,8,3,cue20,-35.9196486398,144.08035136,correct,2.93548929,49.9,0.36006496299999996,977.335,999.3829999,22.047999899999997,976.941,977.335,UP_SELECTION,-35.91964864,0.39399999999999996,HSR03,across,3.0,2.0,1.0,2,3,landmark3B
25,3,6,3,1,cue14,-25.4627011067,154.53729889299998,correct,2.497204564,40.9,-2.498361787,1009.6210000000001,1030.441,20.82,1006.375,1009.6210000000001,DOWN_SELECTION,154.5372989,3.2460000000000004,HSR03,within,1.0,2.0,1.0,2,1,landmark13B
26,3,7,1,15,cue16,107.54615843799999,-72.4538415622,tooLong,2.7835433380000003,98.45,8.641066916,1038.552,1089.512,50.96,1037.402,1038.552,DOWN_SELECTION,-72.45384156,1.15,HSR03,across,2.0,4.0,3.0,1,12,landmark10B
27,3,8,15,5,cue7,-47.063570141999996,132.936429858,correct,3.0929069080000002,69.7,-3.104632236,1105.651,1132.322,26.671,1096.48,1105.651,UP_SELECTION,132.9364299,9.171,HSR03,across,3.0,3.0,1.0,2,5,landmark8B
28,3,9,5,12,cue15,197.717582822,17.7175828225,incorrect,5.17788502,60.0,4.894348807,1144.901,1166.61,21.709,1139.282,1144.901,DOWN_SELECTION,197.71758280000003,5.619,HSR03,across,2.0,3.0,3.0,1,10,landmark12B
29,3,10,12,4,cue11,145.579686976,-34.420313024,tooLong,1.484924526,104.6,75.23123298,1181.402,1228.802,47.4,1180.072,1181.402,UP_SELECTION,145.579687,1.33,HSR03,across,2.0,2.0,1.0,2,4,landmark17B
30,4,1,4,7,cue13,268.722897748,88.7228977482,correct,0.6983743609999999,30.5,5.401058011,1574.865,1594.004,19.139,1572.844,1574.865,UP_SELECTION,268.7228977,2.021,HSR03,across,2.0,2.0,2.0,3,6,landmark4B
31,4,2,7,14,cue12,35.153463033,215.15346303299998,correct,2.337185014,68.3,-2.33833158,1692.092,1716.671,24.579,1690.725,1692.092,UP_SELECTION,215.153463,1.367,HSR03,across,2.0,3.0,3.0,1,11,landmark1B
32,4,3,14,6,cue17,-16.2736817897,163.72631821,tooLong,0.088114167,89.1,19.17670799,1724.2120000000002,1763.2920000000001,39.08,1723.612,1724.2120000000002,DOWN_SELECTION,163.72631819999998,0.6,HSR03,across,3.0,3.0,2.0,3,5,landmark8B
33,4,4,6,9,cue3,76.9919090973,256.991909097,tooLong,1.19348778,80.4,33.00598756,1773.2820000000002,1805.592,32.31,1770.2820000000002,1773.2820000000002,UP_SELECTION,76.99190909999999,3.0,HSR03,within,1.0,2.0,2.0,3,8,landmark5B
34,4,5,9,2,cue10,230.72509544599998,50.7250954461,correct,1.82414084,86.5,-1.6451926730000002,1813.4160000000002,1852.9920000000002,39.576,1812.5620000000001,1813.4160000000002,UP_SELECTION,50.72509545,0.8540000000000001,HSR03,across,3.0,4.0,1.0,2,2,landmark14B
35,4,6,2,10,cue6,72.7486167284,252.748616728,tooLong,0.9021876679999999,100.9,21.93835178,1861.0520000000001,1910.652,49.6,1860.0020000000002,1861.0520000000001,DOWN_SELECTION,252.74861669999999,1.05,HSR03,across,2.0,3.0,2.0,3,9,landmark15B
36,4,7,10,8,cue18,196.275977224,16.2759772237,correct,0.899190862,42.3,-0.899625177,1924.5520000000001,1939.842,15.29,1917.642,1924.5520000000001,UP_SELECTION,196.2759772,6.91,HSR03,within,1.0,2.0,2.0,3,7,landmark2B
37,4,8,8,3,cue20,-35.9196486398,144.08035136,tooLong,2.680136376,103.4,53.86006496,1960.0420000000001,2005.871,45.82899999999999,1946.8120000000001,1960.0420000000001,DOWN_SELECTION,144.08035139999998,13.23,HSR03,across,3.0,2.0,1.0,2,3,landmark3B
38,4,9,3,1,cue14,-25.4627011067,154.53729889299998,correct,3.295718191,40.1,-3.2983617869999997,2017.2520000000002,2032.0120000000002,14.76,2012.872,2017.2520000000002,UP_SELECTION,-25.46270111,4.38,HSR03,within,1.0,2.0,1.0,2,1,landmark13B
39,4,10,1,11,cue4,107.54615843799999,-72.4538415622,incorrect,47.32031098,98.5,28.75097395,2055.762,2121.4120000000003,65.65,2038.986,2055.762,DOWN_SELECTION,-72.45384156,16.776,HSR03,across,3.0,3.0,3.0,1,7,landmark2B
40,5,1,11,13,cue2,219.33657844599998,39.3365784464,correct,1.290021088,48.1,-1.255404933,2147.702,2169.812,22.11,2145.053,2147.702,UP_SELECTION,219.3365784,2.6489999999999996,HSR03,within,1.0,2.0,3.0,1,3,landmark3B
41,5,2,13,15,cue16,89.14108018040001,269.14108018,correct,3.112004095,39.55,-3.11367273,2179.823,2193.8920000000003,14.069,2176.742,2179.823,UP_SELECTION,269.1410802,3.0810000000000004,HSR03,within,1.0,2.0,3.0,1,12,landmark10B
